id_trabajador;edad;genero;nivel_educativo;num_hijos;tipo_cargo;capacitado;jornada;antiguedad;empresa;Accidentado
617;36;1;tecnico;1;0;0;diurna;6;92;1
619;36;0;bachiller;0;0;0;diurna;9;136;0
620;36;0;maestria;1;1;0;diurna;16;5;0
621;36;1;universitario;1;0;1;diurna;12;58;0
623;67;1;bachiller;2;1;0;diurna;13;72;0
624;66;0;tecnico;1;0;1;diurna;10;62;0
625;50;1;bachiller;2;0;0;nocturna;5;117;1
627;51;1;bachiller;0;0;1;nocturna;2;22;1
628;36;1;tecnico;0;0;0;diurna;14;24;1
629;35;1;bachiller;0;0;0;diurna;7;109;0
630;60;0;bachiller;0;0;0;diurna;9;9;1
632;32;0;tecnico;0;0;0;diurna;14;147;0
633;29;1;tecnico;1;0;0;diurna;10;3;0
634;40;0;tecnico;1;0;1;nocturna;10;150;1
636;29;1;tecnico;0;0;1;nocturna;11;16;1
637;51;0;tecnico;2;1;1;diurna;6;131;1
638;47;0;bachiller;0;0;0;nocturna;7;120;0
640;48;1;tecnico;1;0;1;diurna;13;52;1
642;35;0;tecnico;1;0;0;nocturna;5;35;1
643;51;1;especializacion;2;1;0;mixta;4;26;0
644;30;0;bachiller;3;0;0;diurna;10;59;0
645;39;0;tecnico;1;0;0;diurna;5;40;0
647;53;0;tecnico;1;0;0;diurna;6;68;0
649;35;0;tecnico;4;0;1;diurna;4;93;0
650;36;0;bachiller;1;0;1;nocturna;5;87;1
651;41;1;universitario;1;0;1;diurna;13;119;0
653;67;1;tecnico;0;0;0;mixta;8;20;0
655;44;1;tecnico;1;0;1;mixta;7;142;0
657;40;0;tecnico;1;0;1;nocturna;7;68;0
658;48;1;tecnico;0;0;0;diurna;8;69;0
660;51;1;bachiller;3;0;0;diurna;17;119;1
661;45;1;especializacion;0;1;1;mixta;12;83;0
662;55;0;tecnico;2;1;0;mixta;10;139;0
666;35;0;bachiller;4;0;1;nocturna;10;20;0
668;50;1;bachiller;2;0;0;diurna;11;3;0
669;41;0;tecnico;2;0;0;mixta;8;148;0
670;73;1;bachiller;1;0;0;diurna;3;119;0
672;58;1;tecnico;1;0;1;diurna;7;61;0
673;32;0;universitario;1;0;1;mixta;10;140;1
675;49;0;tecnico;4;0;0;mixta;9;73;0
677;24;0;tecnico;1;0;0;diurna;6;20;1
678;29;1;especializacion;1;1;1;diurna;7;41;0
679;43;1;universitario;0;0;0;mixta;10;148;0
680;25;0;bachiller;2;1;0;diurna;8;9;0
681;56;1;tecnico;1;0;1;mixta;7;106;1
682;22;0;bachiller;2;1;1;diurna;4;127;0
683;43;0;tecnico;5;0;1;diurna;12;67;1
684;42;1;tecnico;2;0;0;diurna;8;50;1
685;24;1;bachiller;3;0;1;diurna;4;25;0
686;34;0;bachiller;1;0;1;mixta;14;148;0
687;30;1;tecnico;2;0;0;diurna;12;6;1
688;54;1;tecnico;0;0;0;diurna;6;47;0
689;63;1;universitario;1;0;1;nocturna;14;145;0
690;24;1;universitario;2;1;0;mixta;7;44;0
691;54;1;tecnico;1;0;1;diurna;10;11;1
692;39;1;bachiller;1;1;1;diurna;9;69;0
694;29;0;bachiller;1;0;1;nocturna;2;99;1
695;47;0;especializacion;3;1;1;diurna;15;17;1
696;42;0;bachiller;4;0;0;diurna;8;133;0
698;49;1;tecnico;5;0;0;diurna;16;128;0
699;50;1;tecnico;1;0;0;diurna;12;46;0
700;35;1;tecnico;2;0;0;diurna;7;88;0
702;70;0;tecnico;4;0;0;diurna;9;23;0
703;39;0;universitario;1;0;0;diurna;14;22;0
704;40;0;tecnico;2;1;1;diurna;14;107;1
706;20;0;bachiller;2;0;1;mixta;4;79;1
709;60;1;tecnico;1;0;0;nocturna;13;26;0
710;66;0;bachiller;2;1;0;mixta;5;115;0
711;64;0;tecnico;1;0;0;mixta;8;101;0
712;59;1;bachiller;2;0;0;mixta;11;139;0
713;36;0;bachiller;0;0;0;diurna;13;123;1
714;22;1;bachiller;0;0;1;diurna;1;65;0
715;35;1;universitario;3;1;1;diurna;8;90;1
717;35;1;universitario;2;1;0;nocturna;8;60;0
718;65;0;tecnico;0;0;1;diurna;11;145;1
719;42;0;tecnico;2;0;0;diurna;12;148;0
720;56;0;bachiller;0;0;1;mixta;12;131;1
721;47;0;maestria;2;1;1;diurna;6;79;1
722;28;0;tecnico;1;0;0;diurna;7;77;0
723;66;1;maestria;2;1;0;diurna;11;89;0
724;39;0;bachiller;0;0;1;nocturna;7;92;1
726;41;0;universitario;4;0;1;diurna;13;4;0
728;53;1;tecnico;0;0;1;diurna;9;99;1
729;48;0;bachiller;3;0;1;diurna;10;76;1
730;35;1;bachiller;3;1;1;nocturna;12;98;0
731;33;1;bachiller;4;0;0;diurna;11;96;0
732;54;0;tecnico;3;0;1;nocturna;8;134;0
734;25;1;tecnico;3;0;0;diurna;8;8;0
735;46;1;tecnico;2;0;1;diurna;14;13;0
736;33;0;bachiller;0;1;0;nocturna;14;14;0
737;54;1;tecnico;4;0;0;mixta;13;133;0
738;37;1;tecnico;2;0;0;diurna;15;106;0
739;58;1;tecnico;1;0;1;diurna;9;115;1
740;47;0;bachiller;0;0;0;nocturna;12;105;0
743;59;1;tecnico;0;0;0;diurna;14;81;1
744;50;0;universitario;2;0;0;diurna;22;133;0
747;56;0;tecnico;1;0;0;nocturna;6;7;0
748;28;0;tecnico;1;0;0;nocturna;12;12;1
749;67;1;tecnico;1;1;1;mixta;9;79;0
750;67;0;bachiller;1;1;0;diurna;5;53;0
752;27;0;tecnico;0;0;0;mixta;3;75;1
754;50;0;tecnico;0;0;0;nocturna;2;106;0
757;70;0;tecnico;2;0;0;mixta;10;99;0
758;55;1;bachiller;1;0;0;diurna;4;115;0
759;52;0;universitario;4;0;1;diurna;10;55;1
760;30;0;tecnico;1;0;0;diurna;9;102;0
761;40;1;bachiller;1;1;0;diurna;16;141;0
762;49;0;tecnico;1;0;0;diurna;16;9;1
764;38;1;tecnico;0;0;1;diurna;9;79;1
765;43;1;tecnico;0;0;0;diurna;10;34;0
766;65;1;tecnico;1;0;0;mixta;5;83;1
767;50;1;bachiller;0;0;0;diurna;9;2;1
768;59;0;tecnico;1;0;0;nocturna;12;125;1
769;42;1;tecnico;1;0;0;diurna;14;39;1
770;23;0;tecnico;1;0;0;nocturna;7;78;1
771;35;1;bachiller;1;0;0;diurna;2;29;0
773;54;0;tecnico;1;0;0;mixta;6;61;0
774;61;0;tecnico;1;0;1;diurna;8;72;0
775;39;1;tecnico;0;0;1;diurna;1;28;0
777;56;1;tecnico;0;0;1;nocturna;9;80;0
778;42;1;universitario;1;0;0;diurna;9;90;0
779;34;1;universitario;0;0;1;diurna;12;71;0
780;57;0;tecnico;2;0;1;nocturna;6;42;0
781;29;0;tecnico;1;0;1;diurna;4;52;0
782;57;0;tecnico;1;0;1;diurna;16;109;0
784;46;0;tecnico;0;0;0;diurna;14;47;0
785;53;1;especializacion;1;1;1;diurna;12;103;0
787;46;0;tecnico;1;0;0;diurna;7;126;0
788;38;0;bachiller;0;0;0;diurna;9;3;0
789;50;1;tecnico;2;0;0;diurna;11;12;1
790;28;1;bachiller;0;0;1;mixta;11;131;0
791;39;1;tecnico;0;0;1;diurna;11;76;1
792;61;1;universitario;3;0;1;diurna;14;126;0
793;43;0;bachiller;0;0;1;mixta;9;64;0
794;52;0;bachiller;0;0;0;diurna;0;36;1
795;37;0;tecnico;0;0;0;mixta;12;109;0
797;40;0;tecnico;1;0;1;mixta;13;130;0
800;58;0;universitario;0;1;0;diurna;10;108;0
803;55;0;bachiller;2;0;0;diurna;4;140;1
804;40;1;bachiller;0;0;1;diurna;9;111;0
805;31;0;bachiller;2;0;1;nocturna;6;115;1
806;37;1;especializacion;3;1;1;diurna;13;132;0
807;34;1;bachiller;1;1;1;diurna;5;18;0
808;55;0;tecnico;1;0;0;diurna;8;57;1
809;51;1;tecnico;1;0;0;diurna;8;140;1
811;45;0;tecnico;2;0;1;diurna;14;54;1
812;51;1;tecnico;3;0;1;diurna;13;34;0
813;50;0;bachiller;4;1;1;nocturna;13;41;0
815;36;1;bachiller;2;1;0;mixta;12;25;0
816;70;1;tecnico;1;0;1;diurna;14;144;0
817;52;0;especializacion;3;1;1;diurna;14;89;0
820;47;0;tecnico;1;0;0;nocturna;10;88;1
821;37;1;tecnico;0;0;0;diurna;10;3;1
822;54;1;bachiller;0;0;0;diurna;6;26;1
823;44;1;bachiller;1;0;1;diurna;14;105;0
824;41;1;bachiller;0;0;1;diurna;13;28;0
825;43;0;tecnico;0;0;1;mixta;7;68;1
826;42;0;bachiller;4;0;0;diurna;9;19;0
828;75;0;bachiller;1;0;0;diurna;6;75;0
830;40;1;tecnico;3;0;1;diurna;11;84;0
831;32;1;bachiller;0;0;0;diurna;10;45;0
832;67;1;bachiller;2;0;0;diurna;12;6;0
833;55;1;tecnico;3;0;1;diurna;9;49;0
834;32;0;tecnico;2;0;1;diurna;8;102;0
835;43;1;bachiller;0;1;0;diurna;4;64;0
836;57;1;tecnico;1;0;0;diurna;10;109;1
837;74;1;tecnico;1;0;0;diurna;8;72;1
838;45;1;especializacion;0;1;0;diurna;11;17;1
841;70;0;universitario;2;0;0;diurna;18;137;0
843;86;1;bachiller;1;0;0;mixta;6;7;0
844;36;0;bachiller;5;0;1;nocturna;7;19;0
845;33;0;tecnico;1;0;0;mixta;10;10;0
846;42;1;especializacion;1;1;0;diurna;4;89;1
847;54;1;universitario;1;0;1;diurna;9;139;1
848;45;1;bachiller;0;0;0;nocturna;6;64;0
850;45;0;tecnico;0;0;0;diurna;18;16;0
851;47;1;tecnico;0;0;0;nocturna;8;122;0
852;50;0;bachiller;0;0;0;diurna;13;24;1
853;25;0;universitario;0;0;0;mixta;0;8;0
855;35;0;universitario;1;0;1;nocturna;6;143;0
857;29;1;bachiller;4;0;0;diurna;8;66;0
858;26;1;tecnico;3;0;1;mixta;10;95;0
859;34;1;tecnico;0;0;0;diurna;5;16;1
860;35;0;tecnico;3;0;1;nocturna;6;91;0
861;52;0;bachiller;1;1;1;nocturna;8;43;0
862;55;0;tecnico;1;0;0;diurna;7;107;0
863;28;1;tecnico;0;1;1;nocturna;11;51;1
864;35;1;tecnico;0;0;0;mixta;15;125;0
865;45;0;bachiller;2;0;0;diurna;14;93;0
866;61;1;tecnico;2;0;1;diurna;7;132;0
867;39;1;tecnico;4;0;0;diurna;16;95;0
869;43;1;tecnico;0;1;0;mixta;12;3;0
870;38;1;tecnico;1;1;0;diurna;6;136;0
871;67;1;tecnico;2;0;0;diurna;14;29;0
872;45;1;bachiller;2;1;0;diurna;7;101;0
873;31;1;bachiller;1;1;0;diurna;1;126;0
874;33;1;tecnico;0;0;1;nocturna;14;72;1
875;32;0;tecnico;1;0;0;mixta;7;116;0
876;43;0;tecnico;0;0;0;nocturna;13;116;0
877;43;1;tecnico;1;0;0;nocturna;18;81;1
878;54;1;tecnico;1;0;0;diurna;6;124;0
879;45;1;bachiller;1;0;0;nocturna;8;85;0
880;34;1;tecnico;1;0;0;diurna;11;97;1
881;26;1;bachiller;1;0;1;diurna;4;96;0
882;50;1;bachiller;1;0;0;diurna;10;44;0
883;39;1;tecnico;2;1;1;nocturna;10;127;1
884;43;0;bachiller;1;1;1;diurna;7;79;0
885;57;1;bachiller;3;1;0;nocturna;10;142;1
886;66;1;bachiller;2;0;0;nocturna;8;91;0
887;26;1;tecnico;0;0;0;mixta;4;4;1
888;65;1;tecnico;1;0;1;diurna;9;102;0
889;27;1;tecnico;2;1;0;mixta;9;114;0
890;44;1;especializacion;1;1;0;diurna;9;67;0
891;43;0;tecnico;0;1;0;nocturna;12;64;1
892;36;1;universitario;2;0;0;diurna;0;3;0
893;61;1;bachiller;0;0;0;diurna;3;10;1
894;30;0;bachiller;0;0;0;nocturna;9;111;0
895;50;1;tecnico;0;0;1;diurna;6;98;1
896;40;1;bachiller;0;0;0;diurna;6;32;1
897;26;0;bachiller;2;0;0;nocturna;4;69;0
898;58;0;bachiller;1;0;0;nocturna;10;130;0
900;32;1;tecnico;0;0;1;diurna;3;45;1
902;43;1;tecnico;1;0;0;mixta;10;29;0
903;44;0;tecnico;0;0;1;diurna;4;135;0
905;50;0;tecnico;2;0;0;nocturna;5;85;1
907;50;0;bachiller;0;1;0;diurna;10;118;1
908;44;0;tecnico;1;0;1;nocturna;8;71;0
909;51;1;maestria;3;1;0;nocturna;5;12;1
910;26;1;tecnico;5;0;0;diurna;5;42;0
911;41;1;tecnico;0;0;0;nocturna;5;1;1
912;33;1;bachiller;2;0;1;nocturna;12;129;0
914;42;0;bachiller;1;1;1;diurna;6;43;0
915;67;1;tecnico;1;0;0;diurna;14;51;0
916;30;0;tecnico;0;0;0;nocturna;10;32;0
917;37;0;universitario;5;0;1;diurna;2;95;0
918;50;0;bachiller;1;0;1;diurna;13;11;0
919;41;0;tecnico;1;0;0;diurna;10;90;0
920;69;1;tecnico;2;0;0;diurna;16;75;0
921;51;1;tecnico;2;0;1;diurna;9;124;0
922;75;1;universitario;3;0;0;nocturna;12;112;0
923;45;0;tecnico;2;1;1;diurna;7;67;1
925;46;0;tecnico;1;0;0;diurna;11;6;0
926;26;0;bachiller;2;0;0;diurna;10;133;1
928;37;1;bachiller;0;0;0;diurna;12;72;1
929;54;0;tecnico;4;0;0;diurna;7;67;0
930;45;1;tecnico;0;0;1;diurna;15;63;0
931;52;0;universitario;2;0;0;mixta;11;46;0
932;54;1;maestria;1;1;0;diurna;16;70;0
933;37;0;universitario;1;0;0;diurna;12;118;0
935;52;0;tecnico;2;1;1;diurna;9;125;0
936;73;1;tecnico;2;0;1;nocturna;15;125;1
937;41;0;tecnico;4;0;0;diurna;10;135;0
939;34;0;bachiller;3;0;1;nocturna;9;14;1
941;39;1;tecnico;2;0;0;mixta;11;30;1
942;50;1;bachiller;1;0;0;diurna;11;42;0
943;53;0;tecnico;1;0;1;nocturna;16;21;1
944;44;0;bachiller;0;0;1;diurna;8;131;1
946;52;1;tecnico;1;0;0;diurna;8;147;0
947;60;0;bachiller;1;0;1;diurna;11;52;1
948;74;0;bachiller;1;0;0;nocturna;7;28;0
950;47;1;tecnico;3;0;0;diurna;8;17;1
951;58;1;bachiller;0;0;0;mixta;8;82;0
952;38;0;tecnico;0;0;1;diurna;9;89;1
953;48;0;tecnico;3;1;0;diurna;14;77;0
954;43;1;tecnico;0;0;1;mixta;4;77;0
955;38;0;bachiller;0;1;0;diurna;9;145;0
956;43;0;maestria;2;1;0;diurna;11;62;0
957;54;0;bachiller;0;0;0;diurna;10;86;0
958;46;1;tecnico;5;0;1;diurna;12;110;0
959;33;1;bachiller;0;0;0;nocturna;17;51;1
962;40;0;tecnico;0;0;1;mixta;18;12;0
964;73;1;tecnico;2;0;0;nocturna;11;100;1
967;62;1;tecnico;2;0;0;mixta;6;102;0
969;51;0;tecnico;3;0;1;diurna;10;112;0
970;35;1;bachiller;1;1;1;diurna;14;45;0
971;47;1;bachiller;0;0;1;diurna;9;36;0
972;53;0;tecnico;2;0;1;diurna;5;84;0
973;26;0;bachiller;3;0;1;nocturna;9;147;0
974;29;0;universitario;1;1;0;mixta;5;128;1
976;26;1;universitario;2;0;0;diurna;5;45;0
977;46;1;bachiller;0;0;0;diurna;14;45;1
978;48;1;tecnico;2;0;0;mixta;13;139;1
979;70;1;bachiller;1;0;0;diurna;11;21;0
980;41;1;tecnico;3;0;1;mixta;15;76;1
981;47;1;tecnico;4;0;1;diurna;6;35;0
982;41;1;bachiller;2;0;0;diurna;15;116;0
983;33;1;tecnico;0;0;1;nocturna;7;52;1
984;51;1;tecnico;1;0;1;mixta;10;60;1
985;47;0;tecnico;1;0;1;diurna;1;65;1
986;42;0;tecnico;0;0;0;diurna;9;133;0
987;28;0;bachiller;4;0;1;diurna;7;126;0
988;39;0;universitario;0;0;0;mixta;8;118;1
989;52;1;tecnico;1;0;0;mixta;8;104;1
990;50;0;tecnico;1;0;0;nocturna;7;13;0
991;33;1;tecnico;2;0;0;diurna;12;26;0
993;48;1;bachiller;0;0;1;mixta;8;88;1
994;56;0;tecnico;0;0;0;diurna;4;92;1
995;42;0;bachiller;0;0;0;nocturna;14;41;1
996;35;1;bachiller;0;1;0;diurna;11;27;0
997;27;1;tecnico;0;0;0;diurna;9;95;0
998;34;0;tecnico;1;0;1;nocturna;16;80;0
999;18;1;tecnico;1;0;1;diurna;2;15;0
1001;57;1;bachiller;0;0;0;nocturna;15;50;1
1002;57;0;bachiller;0;0;1;mixta;7;2;1
1003;27;1;universitario;0;0;0;mixta;11;77;0
1004;43;1;tecnico;1;0;0;mixta;9;74;0
1005;41;0;bachiller;1;0;0;nocturna;7;95;1
1007;52;0;bachiller;1;0;0;mixta;5;39;1
1010;55;1;tecnico;2;0;1;nocturna;14;114;0
1011;32;0;tecnico;1;0;1;diurna;2;24;1
1012;37;1;bachiller;0;0;0;mixta;10;108;0
1015;45;1;tecnico;1;0;0;diurna;15;9;0
1016;37;0;bachiller;1;1;1;diurna;6;75;1
1017;31;0;bachiller;0;0;1;diurna;11;148;1
1020;71;1;bachiller;2;0;0;mixta;13;90;0
1021;35;1;bachiller;1;0;0;diurna;15;123;1
1022;52;1;universitario;2;0;0;diurna;12;70;1
1023;52;1;tecnico;0;0;1;mixta;13;20;0
1024;51;0;bachiller;0;0;0;nocturna;11;139;1
1025;44;0;bachiller;1;0;0;diurna;12;23;0
1027;25;0;tecnico;0;0;1;nocturna;9;72;1
1028;51;0;bachiller;1;0;1;diurna;12;137;0
1030;48;1;especializacion;2;1;0;diurna;7;133;0
1031;32;0;universitario;0;0;0;mixta;6;110;0
1032;34;0;tecnico;2;0;1;mixta;6;15;1
1033;28;1;tecnico;3;0;0;diurna;12;37;0
1034;37;0;tecnico;0;0;0;nocturna;3;36;0
1035;53;0;universitario;2;0;1;diurna;13;96;0
1036;47;1;universitario;0;0;0;nocturna;10;24;0
1037;37;1;tecnico;2;1;1;diurna;6;8;0
1038;53;0;bachiller;2;0;1;diurna;9;76;0
1039;65;1;universitario;4;1;0;diurna;6;134;0
1040;40;0;bachiller;1;0;1;mixta;9;93;1
1041;47;0;tecnico;1;0;1;diurna;8;128;0
1042;44;0;universitario;1;0;1;diurna;4;22;1
1044;26;1;universitario;0;0;0;mixta;9;92;1
1045;69;1;tecnico;0;0;0;diurna;6;95;0
1046;53;1;tecnico;2;0;0;diurna;12;47;0
1047;51;0;tecnico;2;1;1;diurna;12;49;0
1048;42;0;tecnico;0;0;0;diurna;13;50;1
1049;47;1;tecnico;0;0;0;diurna;11;97;1
1050;42;0;tecnico;0;0;1;nocturna;13;25;1
1051;41;0;universitario;3;0;1;mixta;17;100;1
1052;43;1;tecnico;2;0;1;nocturna;8;15;1
1054;76;0;universitario;3;0;0;diurna;9;41;0
1055;52;1;tecnico;1;0;0;diurna;9;80;0
1056;36;0;bachiller;3;1;1;nocturna;13;108;0
1057;58;0;tecnico;1;0;1;diurna;7;92;1
1058;31;0;tecnico;1;0;0;mixta;11;50;0
1059;66;0;tecnico;0;0;0;diurna;8;20;0
1060;34;0;bachiller;2;1;0;diurna;3;44;0
1062;60;0;bachiller;0;1;0;nocturna;15;136;0
1063;57;1;tecnico;1;0;0;diurna;11;139;0
1064;28;1;bachiller;1;1;0;nocturna;9;45;0
1065;19;1;maestria;0;1;0;diurna;3;123;1
1067;36;1;tecnico;1;0;0;diurna;5;2;0
1069;28;0;tecnico;0;1;1;mixta;8;137;0
1070;42;0;tecnico;2;0;0;diurna;7;122;0
1071;53;1;bachiller;1;1;0;diurna;12;36;0
1072;28;1;tecnico;0;0;0;nocturna;7;33;0
1073;38;1;tecnico;1;0;1;diurna;2;98;0
1074;44;0;bachiller;3;0;0;mixta;6;55;0
1075;66;1;tecnico;1;1;0;mixta;12;124;0
1076;26;0;tecnico;2;0;0;diurna;8;57;1
1079;48;1;universitario;1;0;0;nocturna;7;144;1
1080;39;1;bachiller;2;0;1;diurna;17;32;0
1081;52;1;tecnico;0;0;1;diurna;7;102;0
1082;38;0;tecnico;3;0;1;mixta;17;4;0
1083;46;1;tecnico;3;0;0;diurna;10;91;0
1084;43;1;bachiller;1;0;0;mixta;6;108;0
1085;40;0;bachiller;2;0;1;diurna;10;38;0
1086;31;1;universitario;1;0;0;nocturna;3;136;0
1087;59;0;tecnico;1;0;0;mixta;10;106;0
1088;34;1;tecnico;1;1;0;diurna;9;67;0
1089;50;0;bachiller;1;1;0;diurna;13;93;0
1090;42;1;bachiller;0;1;0;diurna;11;90;0
1091;67;0;universitario;3;0;0;diurna;10;20;0
1092;51;1;bachiller;0;1;1;diurna;9;150;1
1093;35;0;bachiller;2;0;1;diurna;12;135;0
1094;40;0;tecnico;1;0;0;nocturna;9;11;1
1095;38;0;bachiller;0;0;1;diurna;6;3;0
1097;65;1;bachiller;1;1;0;nocturna;23;135;0
1098;56;0;bachiller;1;0;0;mixta;6;113;0
1099;29;1;tecnico;3;0;0;diurna;3;13;1
1100;46;1;tecnico;0;1;1;diurna;5;22;0
1101;44;0;tecnico;1;0;1;diurna;19;37;0
1103;62;0;universitario;2;0;0;diurna;19;119;0
1104;36;0;bachiller;1;0;1;diurna;14;49;0
1105;43;1;especializacion;1;1;0;diurna;14;20;0
1106;46;0;bachiller;0;0;0;nocturna;7;118;0
1107;25;1;tecnico;0;0;0;mixta;7;77;0
1108;24;1;tecnico;0;0;1;diurna;3;109;1
1109;39;1;tecnico;0;1;0;diurna;8;72;1
1110;49;0;tecnico;2;1;0;nocturna;9;7;0
1111;41;1;universitario;2;0;0;diurna;8;58;0
1112;51;0;tecnico;1;0;1;diurna;12;36;0
1113;45;0;bachiller;2;0;0;diurna;16;72;1
1114;48;0;bachiller;1;0;0;diurna;14;93;0
1116;50;0;bachiller;0;0;1;diurna;14;142;0
1117;28;1;tecnico;0;0;1;mixta;4;19;0
1118;33;1;tecnico;1;0;1;nocturna;9;135;1
1119;38;1;tecnico;0;0;0;nocturna;6;64;1
1121;39;0;universitario;0;1;0;diurna;13;17;0
1122;33;1;tecnico;0;0;0;diurna;9;57;0
1123;29;1;bachiller;2;0;1;diurna;12;143;0
1124;32;0;bachiller;0;0;1;mixta;7;69;1
1125;59;0;tecnico;0;0;1;diurna;11;84;0
1127;37;1;bachiller;4;1;0;diurna;5;130;0
1129;30;0;bachiller;1;0;0;diurna;8;66;1
1130;32;1;bachiller;0;0;1;nocturna;3;111;0
1131;63;1;tecnico;0;0;0;mixta;14;9;0
1132;26;1;especializacion;0;1;0;diurna;6;44;0
1135;43;0;tecnico;0;0;0;mixta;12;100;0
1136;57;1;tecnico;2;0;1;diurna;15;88;0
1138;34;1;tecnico;0;1;0;diurna;14;16;0
1139;60;0;tecnico;0;0;1;diurna;10;136;0
1141;50;0;tecnico;1;0;0;diurna;9;31;0
1142;46;1;tecnico;1;0;0;nocturna;5;34;0
1144;58;1;tecnico;4;0;0;diurna;8;104;1
1145;52;1;tecnico;2;1;1;diurna;8;3;0
1146;33;1;tecnico;0;0;1;diurna;8;27;0
1147;26;1;tecnico;3;0;1;nocturna;6;97;1
1148;34;1;tecnico;1;0;0;diurna;11;129;0
1149;52;0;tecnico;2;0;1;diurna;12;62;1
1150;32;0;universitario;3;0;0;diurna;14;31;1
1152;38;1;bachiller;3;1;0;diurna;9;132;0
1153;52;0;tecnico;1;0;1;diurna;16;45;0
1155;36;1;tecnico;3;0;0;mixta;6;86;1
1157;42;0;universitario;3;0;1;diurna;2;25;0
1158;38;0;tecnico;2;0;1;diurna;12;42;0
1159;39;0;especializacion;1;1;1;diurna;9;30;0
1161;29;1;bachiller;1;0;1;mixta;9;102;1
1162;53;0;tecnico;1;0;0;nocturna;15;53;0
1163;42;0;universitario;3;0;1;diurna;9;4;0
1164;37;1;tecnico;1;0;1;diurna;14;121;1
1167;51;1;tecnico;0;0;1;diurna;11;118;1
1168;34;0;bachiller;1;0;1;nocturna;5;97;1
1170;33;1;bachiller;2;0;0;mixta;11;90;0
1171;34;1;tecnico;2;1;0;diurna;10;45;0
1172;32;1;universitario;0;0;0;diurna;12;12;0
1173;47;0;bachiller;0;1;0;diurna;8;62;1
1174;63;0;universitario;0;1;0;mixta;3;26;0
1175;55;0;tecnico;0;1;0;nocturna;11;139;0
1176;59;0;tecnico;0;0;1;nocturna;14;76;1
1177;35;0;tecnico;1;0;0;diurna;15;9;1
1178;53;0;bachiller;1;0;0;nocturna;12;122;0
1180;38;1;tecnico;1;0;0;diurna;12;143;1
1181;73;1;bachiller;0;0;1;diurna;5;20;0
1182;40;1;bachiller;0;0;1;diurna;10;81;0
1183;35;0;universitario;0;0;0;nocturna;7;97;1
1184;31;0;tecnico;0;0;1;nocturna;11;140;1
1185;52;1;bachiller;0;1;0;mixta;16;55;1
1186;72;1;tecnico;1;0;0;diurna;2;6;0
1187;46;0;tecnico;0;0;0;diurna;11;77;1
1188;36;1;tecnico;1;0;0;diurna;12;56;0
1189;71;0;tecnico;0;0;1;diurna;7;31;1
1190;28;0;tecnico;0;0;0;diurna;10;79;0
1191;57;0;bachiller;1;0;0;diurna;8;96;0
1192;34;0;bachiller;2;0;1;mixta;9;34;0
1194;58;0;tecnico;1;0;1;diurna;4;114;0
1196;35;0;tecnico;1;1;1;nocturna;8;87;0
1197;40;1;bachiller;0;0;0;diurna;6;73;1
1198;33;0;tecnico;1;0;0;diurna;15;94;0
1200;30;0;bachiller;0;0;0;diurna;10;76;1
1202;69;0;tecnico;2;0;1;diurna;10;92;1
1205;50;0;bachiller;0;1;0;diurna;10;94;0
1206;54;1;tecnico;3;0;1;nocturna;15;132;1
1207;37;1;bachiller;3;0;1;diurna;6;4;0
1208;37;1;tecnico;1;0;0;diurna;10;69;0
1209;51;1;tecnico;0;0;0;nocturna;4;28;1
1210;61;1;bachiller;1;0;0;diurna;4;92;0
1212;60;0;tecnico;2;0;1;diurna;7;13;0
1213;43;0;tecnico;0;1;0;diurna;3;41;0
1214;35;0;tecnico;2;0;1;diurna;12;128;1
1215;59;0;maestria;0;1;0;diurna;11;146;0
1216;54;0;tecnico;1;0;1;nocturna;2;6;0
1217;59;1;universitario;2;0;0;nocturna;10;135;0
1218;36;0;bachiller;3;0;0;mixta;8;29;0
1219;52;0;bachiller;2;0;1;mixta;8;133;1
1220;44;0;bachiller;3;0;1;nocturna;13;132;1
1221;32;0;tecnico;1;1;1;nocturna;12;16;1
1222;66;1;tecnico;2;0;1;diurna;8;112;0
1223;42;1;bachiller;1;1;0;diurna;12;147;0
1224;39;1;tecnico;0;0;0;diurna;13;98;0
1225;48;1;universitario;2;0;1;diurna;11;39;0
1226;46;1;universitario;0;0;0;mixta;10;91;0
1228;39;1;universitario;2;0;1;nocturna;5;11;0
1229;79;1;tecnico;0;0;1;diurna;7;116;0
1230;39;0;tecnico;1;0;0;diurna;10;27;0
1231;36;0;tecnico;0;1;1;diurna;8;15;0
1232;51;0;universitario;0;1;0;mixta;12;105;1
1233;46;0;especializacion;1;1;0;diurna;11;98;0
1234;32;1;bachiller;1;1;0;diurna;6;145;0
1236;53;0;maestria;1;1;0;nocturna;5;85;0
1237;42;0;bachiller;0;0;0;nocturna;10;131;1
1238;47;0;tecnico;3;0;1;diurna;12;149;1
1239;36;1;tecnico;1;0;1;mixta;10;102;0
1241;41;0;bachiller;0;0;1;diurna;10;114;1
1242;76;1;universitario;3;1;1;diurna;11;112;0
1246;35;0;tecnico;0;0;1;diurna;8;36;0
1247;61;1;tecnico;1;0;0;nocturna;10;150;1
1248;38;0;bachiller;0;0;0;diurna;6;93;1
1249;36;0;especializacion;2;1;0;diurna;10;122;0
1251;41;0;tecnico;2;0;0;diurna;7;54;0
1252;56;0;tecnico;5;0;0;nocturna;15;18;0
1253;74;0;bachiller;2;0;1;diurna;12;79;0
1254;60;0;bachiller;3;0;1;diurna;3;75;1
